454	0
452	4995
442	9993
459	14994
454	19994
446	24992
444	29993
446	34993
439	39993
434	44993
434	49993
435	54993
437	59991
432	64993
438	69994
415	74992
431	79993
424	84993
421	89993
427	94994
431	99994
439	104992
439	109992
438	114992
439	119991
433	124993
441	129993
438	134991
431	139993
434	144992
440	149992
437	154993
435	159993
439	164992
439	169994
435	174993
427	179992
436	184993
449	189992
446	194993
435	199992
443	204993
444	209992
436	214992
435	219992
432	224994
437	229993
439	234993
439	239993
439	244993
444	249993
435	254993
425	259994
452	264993
427	269995
415	274994
419	279993
445	284993
432	289995
430	294995
439	299994
444	304993
448	309993
473	314995
457	319994
444	324993
455	329995
453	334995
461	339993
448	344995
453	349994
464	354993
455	359994
460	364995
457	369995
452	374993
444	379995
462	384995
463	389993
462	394996
464	399996
461	404996
442	409996
442	414996
469	419996
456	424996
461	429996
462	434996
458	439996
457	444994
463	449993
456	454996
455	459995
461	464994
458	469996
458	474995
463	479996
470	484995
465	489995
462	494994
471	499995
460	504995
459	509996
481	514995
461	519994
452	524995
462	529995
451	534994
459	539995
462	544995
471	549996
471	554995
470	559995
479	564994
471	569996
463	574995
465	579997
458	584996
464	589996
467	594995
467	599997
468	604996
451	609996
471	614997
473	619996
462	624995
461	629996
462	634996
447	639995
474	644995
463	649996
433	654995
429	659997
470	664996
466	669995
402	674997
439	679997
502	684996
478	689997
483	694996
492	699997
486	704997
473	709997
488	714997
475	719996
478	724996
473	729996
480	734996
473	739996
478	744998
477	749997
411	754997
364	759996
505	764996
525	769997
510	774996
496	779998
490	784996
492	789996
424	794998
467	799997
471	804996
486	809996
485	814998
472	819996
460	824998
429	829996
506	834998
482	839997
486	844996
477	849997
428	854996
465	859997
499	864996
480	869997
403	874999
441	879999
523	884999
513	889999
534	894999
456	899999
513	904999
480	909997
462	914999
427	919998
508	924998
487	929998
508	934996
496	939999
476	944999
480	949999
523	954997
552	959999
434	964998
475	969996
518	974999
427	979997
500	984997
444	989999
385	994997
601	999999
519	1004997
468	1009999
523	1014999
485	1019999
481	1024999
474	1029999
504	1034998
505	1039998
500	1044998
473	1049999
392	1054999
468	1060000
537	1065000
510	1070000
493	1075000
441	1080000
494	1085000
385	1090000
536	1094999
521	1099999
493	1105000
513	1110000
468	1114998
532	1119999
516	1124999
445	1129999
447	1134999
470	1139999
444	1144999
413	1150000
434	1155000
506	1159998
499	1164998
425	1169997
423	1174998
504	1180000
501	1184999
517	1190000
378	1195001
493	1199999
471	1205000
475	1210000
469	1215001
443	1220001
451	1224999
482	1229999
461	1234999
445	1239999
427	1244999
483	1249999
468	1254999
383	1260000
448	1265000
486	1270000
481	1275001
425	1280001
455	1285001
462	1290000
451	1295000
512	1300000
399	1305000
478	1310000
468	1315000
464	1320000
456	1325000
448	1330000
415	1335000
442	1340001
437	1345000
445	1350001
472	1355002
470	1360000
468	1365000
467	1370001
426	1375002
467	1380000
464	1385001
454	1390001
458	1395002
457	1400002
445	1405002
453	1410000
452	1415000
445	1420001
449	1425001
449	1430002
456	1435002
476	1440002
425	1445000
448	1450000
450	1455000
449	1460001
449	1465001
448	1470001
439	1475001
440	1480000
437	1485000
436	1490002
438	1495001
441	1500001
433	1505001
439	1510001
441	1515001
439	1520002
431	1525002
435	1530003
438	1535003
436	1540001
433	1545001
442	1550002
435	1555002
430	1560002
434	1565001
432	1570001
433	1575002
438	1580002
433	1585002
427	1590002
428	1595002
433	1600002
436	1605002
427	1610002
428	1615002
426	1620002
427	1625002
433	1630002
436	1635002
428	1640001
430	1645001
435	1650000
432	1655003
427	1660003
429	1665003
427	1670003
433	1675004
433	1680004
429	1685004
440	1690004
442	1695002
454	1700003
444	1705004
440	1710004
445	1715002
440	1720002
439	1725002
444	1730002
445	1735002
443	1740002
441	1745002
445	1750002
443	1755002
441	1760003
437	1765004
442	1770001
451	1775002
451	1780002
451	1785001
451	1790002
452	1795002
458	1800002
455	1805002
451	1810004
459	1815003
458	1820003
455	1825004
460	1830005
457	1835005
456	1840003
453	1845003
452	1850004
456	1855005
456	1860004
464	1865005
467	1870005
462	1875005
471	1880004
478	1885005
474	1890005
468	1895004
465	1900005
460	1905005
463	1910003
468	1915004
466	1920004
467	1925004
469	1930005
474	1935005
464	1940005
462	1945004
464	1950004
466	1955005
466	1960004
469	1965004
464	1970004
456	1975004
457	1980004
457	1985005
451	1990003
458	1995004
464	2000005
459	2005005
456	2010006
454	2015006
456	2020006
453	2025005
460	2030006
463	2035006
462	2040004
461	2045005
463	2050005
462	2055005
458	2060005
461	2065005
450	2070005
458	2075005
459	2080005
438	2085005
455	2090005
461	2095005
471	2100004
466	2105004
460	2110005
452	2115004
459	2120005
468	2125004
470	2130004
466	2135004
469	2140004
470	2145005
474	2150005
469	2155006
468	2160005
466	2165006
469	2170007
448	2175007
445	2180005
447	2185005
437	2190005
436	2195005
437	2200005
482	2205005
488	2210005
462	2215005
455	2220005
461	2225005
471	2230005
486	2235005
455	2240005
470	2245005
485	2250005
450	2255005
441	2260004
488	2265007
450	2270004
453	2275004
475	2280007
448	2285007
398	2290007
472	2295007
506	2300007
387	2305004
497	2310008
457	2315008
347	2320008
562	2325006
448	2330008
507	2335005
518	2340008
541	2345006
457	2350007
487	2355008
471	2360008
491	2365006
489	2370008
524	2375008
470	2380008
442	2385008
515	2390007
521	2395008
429	2400008
390	2405008
436	2410008
404	2415008
489	2420007
550	2425007
522	2430008
369	2435008
468	2440008
564	2445008
458	2450007
440	2455007
518	2460007
529	2465007
469	2470008
460	2475006
541	2480007
456	2485008
437	2490008
373	2495008
442	2500008
472	2505008
450	2510008
458	2515008
425	2520008
572	2525008
536	2530008
441	2535008
475	2540008
535	2545008
506	2550008
554	2555009
502	2560009
540	2565007
360	2570007
364	2575007
565	2580006
502	2585007
424	2590008
468	2595007
554	2600007
558	2605007
429	2610007
453	2615007
467	2620007
479	2625008
517	2630009
545	2635010
488	2640008
487	2645009
479	2650010
522	2655010
499	2660008
470	2665008
457	2670008
399	2675008
467	2680008
476	2685008
519	2690008
501	2695008
496	2700008
483	2705008
487	2710009
476	2715009
468	2720009
464	2725010
471	2730010
461	2735009
433	2740009
479	2745010
472	2750008
459	2755008
452	2760008
454	2765008
454	2770010
446	2775010
452	2780010
452	2785010
438	2790011
453	2795009
444	2800010
443	2805011
439	2810008
434	2815009
446	2820009
437	2825011
439	2830011
448	2835009
450	2840011
414	2845009
434	2850009
436	2855010
427	2860010
436	2865010
437	2870011
422	2875011
426	2880011
428	2885011
428	2890011
430	2895011
429	2900011
422	2905011
416	2910011
419	2915010
418	2920010
416	2925010
421	2930010
432	2935009
427	2940009
421	2945010
444	2950011
444	2955011
442	2960011
440	2965011
440	2970011
426	2975011
441	2980011
423	2985012
431	2990010
436	2995010
437	3000011
439	3005011
437	3010011
441	3015011
440	3020011
438	3025011
440	3030011
441	3035011
428	3040010
444	3045011
451	3050010
440	3055011
444	3060010
449	3065010
446	3070010
445	3075010
449	3080010
451	3085010
448	3090012
456	3095011
457	3100012
451	3105009
450	3110013
463	3115011
463	3120012
459	3125012
462	3130013
453	3135011
451	3140012
444	3145013
466	3150011
465	3155012
458	3160012
444	3165012
415	3170012
465	3175013
466	3180013
466	3185013
460	3190010
459	3195011
466	3200011
464	3205011
459	3210010
459	3215011
462	3220010
456	3225013
464	3230013
473	3235013
462	3240013
459	3245012
456	3250012
451	3255013
447	3260013
449	3265013
460	3270014
467	3275012
466	3280012
464	3285011
455	3290012
461	3295012
469	3300013
463	3305014
461	3310014
463	3315014
468	3320014
462	3325014
473	3330014
466	3335014
450	3340014
